,ChannelID,ViewCount,likeCount,dislikeCount,uploadedDate,category,videoLanguage,duration,commentCount,subCount,TotalViewCount,VideoCount,channelDate,channelLocation,likePer,dislikePer,LikeDisRatio,days to publish,title
61,afUx6AIG3Tg,817579854,3304890,240779,2017-04-28,Music,Not specified,0 days 00:04:42.000000000,153391,28200000,13783190433,90,2016-03-24,PR,40.42,2.95,13.7,400,Ozuna - Tu Foto (Video Oficial) | Odisea
62,zZjSX01P5dE,816008860,3112208,215375,2015-07-21,Music,Not specified,0 days 00:03:49.000000000,117898,13600000,14232847892,175,2010-09-30,CO,38.14,2.64,14.45,1755,J. Balvin - Ginza (Official Video)
63,6C_s56iscpQ,816264913,2019764,215085,2016-03-05,Music,Not specified,0 days 00:03:50.000000000,128894,2290000,3845549224,146,2009-12-02,Not specified,24.74,2.63,9.41,2285,Thalía - Desde Esa Noche (Premio Lo Nuestro 2016) ft. Maluma
64,iibZa2tbGEg,814824719,593319,444679,2013-08-20,Entertainment,Not specified,0 days 00:07:45.000000000,28244,2590000,2596410749,392,2012-10-04,Not specified,7.28,5.46,1.33,320,30 Surprise Eggs!!! Disney CARS MARVEL Spider Man SpongeBob HELLO KITTY PARTY ANIMALS  LittlestPetSh
65,SMs0GnYze34,813326052,4117745,150766,2016-08-05,Entertainment,Not specified,0 days 00:03:27.000000000,172981,8620000,3842213637,1590,2009-04-12,US,50.63,1.85,27.37,2672,DJ Snake ft. Justin Bieber - Let Me Love You [Lyric Video]
66,U0CGsw6h60k,814416744,2441514,121253,2010-11-12,Music,Not specified,0 days 00:04:25.000000000,164703,25700000,15276417837,106,2009-05-12,US,29.98,1.49,20.12,549,Rihanna - What's My Name? (Official Music Video) ft. Drake
67,SMs0GnYze34,813326052,4117745,150766,2016-08-05,Entertainment,Not specified,0 days 00:03:27.000000000,172981,8620000,3842213637,1590,2009-04-12,US,50.63,1.85,27.37,2672,DJ Snake ft. Justin Bieber - Let Me Love You [Lyric Video]
68,UDDMYw_IZnE,812650783,3209506,189601,2017-11-29,Music,Not specified,0 days 00:04:29.000000000,117246,7690000,4062392781,1130,2016-06-09,US,39.49,2.33,16.95,538,Perfect - Ed Sheeran (Lyrics)
69,nlcIKh6sBtc,810420484,3551790,259545,2013-06-18,Music,Not specified,0 days 00:03:21.000000000,204191,3540000,1566934201,64,2013-03-04,Not specified,43.83,3.2,13.7,106,Lorde - Royals (US Version)
70,XsX3ATc3FbA,813224489,15646897,928726,2019-04-12,Music,ko,0 days 00:04:13.000000000,4825149,37100000,9627959908,392,2008-06-04,KR,192.41,11.42,16.85,3964,BTS (방탄소년단) '작은 것들을 위한 시 (Boy With Luv) (feat. Halsey)' Official MV
71,W-TE_Ys4iwM,807401795,5878822,204303,2013-11-03,Music,Not specified,0 days 00:04:08.000000000,610316,22600000,9441762060,171,2010-12-04,Not specified,72.81,2.53,28.78,1065,One Direction - Story of My Life
72,4NNRy_Wz16k,805523329,3282132,214074,2017-06-08,Music,Not specified,0 days 00:03:55.000000000,130310,3590000,5919245131,50,2016-01-11,US,40.75,2.66,15.32,514,"Karol G, Bad Bunny - Ahora Me Llama (Official Video)"
73,aFEL3bAj3zw,804949023,909662,520626,2012-09-14,Entertainment,ru,0 days 00:06:57.000000000,3085,31400000,23420473365,3127,2006-12-16,RU,11.3,6.47,1.75,2099,Маша и Медведь (Masha and The Bear) - Подкидыш (23 Серия)
74,hMy5za-m5Ew,806668472,6891252,362829,2019-11-09,Music,Not specified,0 days 00:05:31.000000000,269636,5480000,1568773602,22,2017-07-08,IN,85.43,4.5,18.98,854,FILHALL | Akshay Kumar Ft Nupur Sanon | BPraak | Jaani | Arvindr Khaira | Ammy Virk | Official Video
75,wPNQw8naE2Q,804922946,1452130,830856,2014-03-22,Music,Not specified,0 days 00:03:08.000000000,14621,34300000,31501607898,889,2011-06-02,Not specified,18.04,10.32,1.75,1024,El Pollito Pío 3D - Canciones de la Granja de Zenón 2
76,5JJ_jqqpTMY,801987867,1510193,749670,2018-10-07,Howto & Style,en,0 days 00:04:23.000000000,3172,8360000,2797600132,836,2016-02-05,Not specified,18.83,9.35,2.01,975,Making Slime with Funny Balloons - Satisfying Slime video
77,Amq-qlqbjYA,802008057,7051008,306860,2017-06-22,People & Blogs,Not specified,0 days 00:03:37.000000000,830326,36400000,9284090363,262,2016-06-29,KR,87.92,3.83,22.96,358,BLACKPINK - '마지막처럼 (AS IF IT'S YOUR LAST)' M/V
78,YJVmu6yttiw,796483569,5539610,225847,2012-02-16,Music,Not specified,0 days 00:03:39.000000000,367165,19300000,5457245435,172,2010-04-06,Not specified,69.55,2.84,24.49,681,SKRILLEX - Bangarang feat. Sirah [Official Music Video]
79,mWRsgZuwf_8,796667977,5217250,111561,2013-05-07,Music,Not specified,0 days 00:03:57.000000000,182501,10100000,8883441007,108,2012-01-23,Not specified,65.49,1.4,46.78,470,Imagine Dragons - Demons (Official Video)
80,DUT5rEU6pqM,795309423,3575750,125957,2009-10-03,Music,Not specified,0 days 00:03:39.000000000,162594,18900000,18000015363,166,2009-09-02,Not specified,44.96,1.58,28.46,31,Shakira - Hips Don't Lie (Official Music Video) ft. Wyclef Jean
81,HJkAI-Dhq50,798998225,1991643,1379766,2018-09-18,Education,en,0 days 00:04:09.000000000,1988,85100000,65892118352,536,2006-09-01,US,24.93,17.27,1.44,4400,Yes Yes Bedtime Song | CoComelon Nursery Rhymes & Kids Songs
82,wzMrK-aGCug,791993217,4533096,296323,2014-09-17,Music,Not specified,0 days 00:03:18.000000000,157442,5460000,3484654270,50,2014-07-01,Not specified,57.24,3.74,15.3,78,Rae Sremmurd - No Type (Official Video)
83,CezgTNwk1-s,796693266,2181051,1343224,2018-10-26,Education,en,0 days 00:31:38.000000000,5986,85100000,65892118352,536,2006-09-01,US,27.38,16.86,1.62,4438,Swimming Song + More Nursery Rhymes & Kids Songs - CoComelon
84,4GuqB1BQVr4,791766455,4763777,1034638,2012-05-03,Music,Not specified,0 days 00:03:31.000000000,628642,32700000,20448068420,152,2009-09-26,US,60.17,13.07,4.6,950,Justin Bieber - Boyfriend (Official Music Video)
85,Zi_XLOBDo_Y,792015837,4346843,152798,2009-10-03,Music,Not specified,0 days 00:04:56.000000000,235082,8210000,7953322892,110,2009-09-02,Not specified,54.88,1.93,28.44,31,Michael Jackson - Billie Jean (Official Video)
86,ME2Hufquz0k,790894326,1678143,119127,2014-03-03,Music,Not specified,0 days 00:04:28.000000000,47010,4430000,4011432260,78,2013-09-26,Not specified,21.22,1.51,14.05,158,"Wisin - Adrenalina (Official Video) ft. Jennifer Lopez, Ricky Martin"
87,T7VewKI44rQ,790723654,2597072,191024,2017-08-11,Music,Not specified,0 days 00:03:46.000000000,116319,3540000,2226273096,47,2017-04-10,Not specified,32.84,2.42,13.57,123,"Nacho, Yandel, Bad Bunny - Báilame (Remix)"
88,kYtGl1dX5qI,786380368,3339771,244813,2012-11-29,Music,Not specified,0 days 00:04:52.000000000,283353,3870000,2223598880,51,2009-05-12,Not specified,42.47,3.11,13.66,1297,will.i.am - Scream & Shout ft. Britney Spears (Official Music Video)
89,b8m9zhNAgKs,785965735,5616874,296572,2016-09-22,Music,Not specified,0 days 00:04:53.000000000,198802,5460000,3484654270,50,2014-07-01,Not specified,71.46,3.77,18.95,814,Rae Sremmurd - Black Beatles ft. Gucci Mane (Official Video)
90,kLpH1nSLJSs,785747676,5995348,408055,2018-02-15,Music,Not specified,0 days 00:02:57.000000000,348922,25700000,8484258661,70,2014-06-09,PR,76.3,5.19,14.7,1347,Bad Bunny - Amorfoda | Video Oficial
91,P2hM9CLAMu4,784372001,1739686,104702,2011-12-02,Music,Not specified,0 days 00:05:55.000000000,85648,6130000,3527983454,201,2009-06-03,Not specified,22.18,1.33,16.68,912,#Jesse&Joy - ¡Corre!
92,lwk5OUII9Vc,783099500,7105659,380797,2017-05-26,Music,Not specified,0 days 00:04:02.000000000,296490,1980000,897641221,9,2017-03-20,Not specified,90.74,4.86,18.67,67,Ayo & Teo - Rolex (Official Music Video)
93,SHq2qrFUlGY,782293191,2698366,253354,2017-09-15,Music,Not specified,0 days 00:03:16.000000000,115779,18900000,18000015363,166,2009-09-02,Not specified,34.49,3.24,10.65,2935,Shakira - Perro Fiel (Official Video) ft. Nicky Jam
94,AtKZKl7Bgu0,781526135,2496032,80902,2013-04-14,Music,Not specified,0 days 00:03:47.000000000,75472,12200000,11902117586,143,2009-10-15,Not specified,31.94,1.04,30.71,1277,Calvin Harris - I Need Your Love (Official Video) ft. Ellie Goulding
95,SYM-RJwSGQ8,781881647,3821424,140921,2014-04-04,Music,Not specified,0 days 00:04:24.000000000,86871,2250000,1652638820,117,2013-09-09,US,48.87,1.8,27.15,207,Tove Lo - Habits (Stay High) - Hippie Sabotage Remix
96,mrxTQZW9b08,783816931,1785581,1040201,2017-05-11,Film & Animation,Not specified,0 days 00:03:22.000000000,16740,5370000,1628875700,51,2016-10-13,DO,22.78,13.27,1.72,210,El Baile del Sapito - Las Canciones Dela Granja - Canciones infantiles dela granja
97,4fndeDfaWCg,780117081,3642663,136182,2009-10-25,Music,Not specified,0 days 00:03:40.000000000,182707,1880000,2679025346,92,2009-10-15,Not specified,46.69,1.75,26.68,10,Backstreet Boys - I Want It That Way (Official Music Video)
98,tAGnKpE4NCI,780358891,2873446,180297,2009-10-27,Music,Not specified,0 days 00:06:26.000000000,84400,6090000,2918242049,1628,2007-01-30,US,36.82,2.31,15.94,1001,Metallica: Nothing Else Matters (Official Music Video)
99,8WYHDfJDPDc,778111862,3800037,152228,2009-10-05,Music,Not specified,0 days 00:04:43.000000000,106495,3150000,2409197431,36,2009-05-12,Not specified,48.84,1.96,24.92,146,Nelly - Dilemma ft. Kelly Rowland (Official Video)
0,cPAbx5kgCJo,778319540,2526036,330601,2016-12-12,Music,Not specified,0 days 00:02:36.000000000,89242,19700000,12991188650,1195,2010-05-20,Not specified,32.45,4.25,7.64,2398,Auli'i Cravalho - How Far I'll Go
1,1ekZEVeXwek,776595632,4044417,161133,2016-05-24,Music,Not specified,0 days 00:04:15.000000000,171488,18300000,14151659036,112,2010-10-21,Not specified,52.08,2.07,25.16,2042,Ariana Grande - Into You (Official Video)
2,QYh6mYIJG2Y,778292355,10594949,484577,2019-01-18,Music,Not specified,0 days 00:03:05.000000000,608800,18300000,14151659036,112,2010-10-21,Not specified,136.13,6.23,21.85,3011,Ariana Grande - 7 rings (Official Video)
3,JFcgOboQZ08,778999374,2694048,391526,2018-07-09,Music,Not specified,0 days 00:03:19.000000000,135069,142000000,111942342338,14447,2006-03-13,IN,34.58,5.03,6.87,4501,"DILBAR Lyrical | Satyameva Jayate |John Abraham, Nora Fatehi,Tanishk B, Neha Kakkar,Dhvani, Ikka"
4,8JnfIa84TnU,776064935,5040681,184057,2018-05-31,Music,Not specified,0 days 00:03:44.000000000,124732,8790000,5608143605,104,2010-06-21,Not specified,64.95,2.37,27.41,2901,Clean Bandit - Solo (feat. Demi Lovato) [Official Video]
5,Sv6dMFF_yts,773733321,4252834,119516,2011-12-28,Music,Not specified,0 days 00:04:13.000000000,216209,13000000,10521193624,1146,2006-06-09,US,54.97,1.54,35.69,2028,Fun.: We Are Young ft. Janelle Monáe [OFFICIAL VIDEO]
6,pa14VNsdSYM,771750682,2210875,96091,2010-10-12,Music,Not specified,0 days 00:04:12.000000000,119616,25700000,15280429013,106,2009-05-12,US,28.65,1.25,22.92,518,Rihanna - Only Girl (In The World) (Official Music Video)
7,_wL3Pc-EmjA,771371739,2128363,132259,2014-10-27,Music,Not specified,0 days 00:03:40.000000000,54619,4060000,5246149552,156,2009-10-15,Not specified,27.59,1.71,16.13,1838,"HA-ASH - Perdón, Perdón (Primera Fila - Hecho Realidad [En Vivo])"
8,1wYNFfgrXTI,770801079,4246774,119957,2009-06-17,Music,Not specified,0 days 00:06:09.000000000,269870,25600000,14852008658,86,2009-05-12,Not specified,55.1,1.56,35.32,36,Eminem - When I'm Gone (Official Music Video)
9,2zNSgSzhBfM,772285403,4668211,131890,2013-04-17,Music,Not specified,0 days 00:07:04.000000000,212209,7870000,3915269369,134,2006-11-28,Not specified,60.45,1.71,35.35,2332,MACKLEMORE & RYAN LEWIS - CAN'T HOLD US FEAT. RAY DALTON (OFFICIAL MUSIC VIDEO)
10,wJnBTPUQS5A,770832136,6397902,157185,2017-09-15,Music,en,0 days 00:03:27.000000000,362047,34700000,8238284871,231,2012-08-25,NO,83,2.04,40.69,1847,Alan Walker - The Spectre
11,n4RjJKxsamQ,769498516,2925659,118655,2009-11-01,Music,Not specified,0 days 00:04:43.000000000,97184,1010000,1252165305,54,2009-05-12,Not specified,38.02,1.54,24.69,173,Scorpions - Wind Of Change (Official Music Video)
12,ovX1HloCgdA,767290786,3332601,252494,2017-11-03,Music,Not specified,0 days 00:05:20.000000000,136702,12500000,6543369658,33,2016-02-13,PR,43.43,3.29,13.2,629,Sensualidad - Bad Bunny X Prince Royce X J Balvin X Dj Luian X Mambo Kingz
13,wcLNteez3c4,765516477,2446175,503446,2012-08-14,Music,Not specified,0 days 00:03:47.000000000,361011,13800000,7687702012,90,2010-10-04,Not specified,31.95,6.58,4.86,680,PSY (ft. HYUNA) - 오빤 딱 내 스타일 M/V
14,OMOGaugKpzs,764837682,2780420,94324,2010-02-23,Music,Not specified,0 days 00:03:49.000000000,83440,759000,1111692852,21,2009-05-12,US,36.35,1.23,29.55,287,The Police - Every Breath You Take
15,4m1EFMoRFvY,763815040,2698970,138971,2009-10-03,Music,Not specified,0 days 00:03:19.000000000,126004,13200000,10867690327,141,2009-09-02,Not specified,35.34,1.82,19.42,31,Beyoncé - Single Ladies (Put a Ring on It) (Video Version)
16,sD9_l3oDOag,763846316,2883691,113681,2018-01-26,Music,Not specified,0 days 00:03:46.000000000,84849,2850000,5270840270,49,2014-05-06,Not specified,37.75,1.49,25.34,1361,Sebastián Yatra - No Hay Nadie Más
17,wyx6JDQCslE,763463107,4233011,352064,2011-09-16,Music,Not specified,0 days 00:03:24.000000000,431492,7330000,3914946141,28,2009-05-12,Not specified,55.44,4.61,12.03,857,LMFAO - Sexy and I Know It (Official Video)
18,9jK-NcRmVcw,761455478,3347262,141509,2009-10-25,Music,Not specified,0 days 00:04:56.000000000,169088,644000,1018452076,19,2009-10-15,Not specified,43.96,1.86,23.63,10,Europe - The Final Countdown (Official Video)
19,bX3S-_jUauc,761993737,3981449,162976,2018-01-29,Music,Not specified,0 days 00:03:52.000000000,212300,15400000,3988657455,41,2016-08-08,AR,52.25,2.14,24.42,539,Paulo Londra ft Lenny Tavarez - Nena Maldicion (Official Video)
20,au2n7VVGv_c,761293516,4692307,189819,2018-03-23,Music,Not specified,0 days 00:03:57.000000000,116164,3990000,5211279671,31,2014-09-30,US,61.64,2.49,24.76,1270,Post Malone - Psycho ft. Ty Dolla $ign
21,CfihYWRWRTQ,759664898,4097863,105029,2013-05-08,Music,Not specified,0 days 00:03:56.000000000,149049,1480000,1040263303,63,2012-05-07,Not specified,53.94,1.38,39.09,366,John Newman - Love Me Again
22,pJLjueapaVw,758031225,2246447,1023418,2017-08-16,Entertainment,Not specified,0 days 00:06:43.000000000,0,19900000,6694741483,175,2015-10-18,ES,29.64,13.5,2.2,668,McDonalds 🍔 CON MI COCHE 🚗 DRIVE THRU  👶
23,HHCQsk0TZmk,766219731,1768055,1377380,2015-05-20,Education,en,0 days 00:02:36.000000000,80,30300000,26531236733,1219,2011-06-22,US,23.08,17.98,1.28,1428,Learn with Little Baby Bum | Ten Little Buses - From Wheels On The Bus | Nursery Rhymes for Babies
24,xIbrxsirEnA,759553439,1120846,571432,2014-07-15,Film & Animation,Not specified,0 days 00:00:48.000000000,0,2580000,884281754,223,2010-08-11,DE,14.76,7.52,1.96,1434,Mascha und der Bär - Folge 2: Das Mascha Speziale
25,aSjflT_J0Xo,757334512,4831868,226944,2018-11-05,Music,Not specified,0 days 00:04:21.000000000,241837,15400000,3988657455,41,2016-08-08,AR,63.8,3,21.27,819,Paulo Londra - Adan y Eva (Official Video)
26,RKioDWlajvo,764136346,5945245,532207,2019-08-13,Music,en-GB,0 days 00:03:46.000000000,165795,21200000,6039526271,343,2016-10-22,IN,77.8,6.96,11.18,1025,Lehanga : Jass Manak (Official Video) Satti Dhillon | Latest Punjabi Songs | GK DIGITAL | Geet MP3
27,cedoBlUvBlI,756202446,4254052,224249,2016-03-07,Music,Not specified,0 days 00:02:59.000000000,230260,23400000,12960024749,4045,2006-10-24,Not specified,56.26,2.97,18.94,3422,Era Istrefi - Bonbon (Official Video)
28,-qGbUNQqVNc,755186046,2363329,162035,2018-08-10,Music,Not specified,0 days 00:04:08.000000000,68267,2850000,5270840270,49,2014-05-06,Not specified,31.29,2.15,14.55,1557,"Sebastián Yatra, Mau y Ricky - Ya No Tiene Novio"
29,9FDuUd39NOI,758653995,2300038,1522098,2018-12-20,Education,en,0 days 00:37:30.000000000,8063,85300000,66066215701,536,2006-09-01,US,30.32,20.06,1.51,4493,Wheels on the Bus (Play Version) + More Nursery Rhymes & Kids Songs - CoComelon
30,_CL6n0FJZpk,753413089,4982435,151233,2011-10-27,Music,Not specified,0 days 00:04:52.000000000,190614,3420000,1925439135,10,2009-05-12,Not specified,66.13,2.01,32.9,898,Dr. Dre ft. Snoop Dogg - Still D.R.E. (Official Video)
31,orxXlAltFQg,750971570,518244,335445,2015-06-23,Education,Not specified,0 days 00:02:12.000000000,0,2120000,1966082490,98,2012-12-30,Not specified,6.9,4.47,1.54,905,"""The Ball Pit Show"" for learning colors -- children's educational video"
32,6GUm5g8SG4o,751534722,3882882,102824,2015-08-14,Music,Not specified,0 days 00:04:26.000000000,94433,892000,870978410,22,2014-08-26,Not specified,51.67,1.37,37.72,353,R. City - Locked Away ft. Adam Levine
33,CY8E6N5Nzec,752412862,6791703,200126,2018-02-09,Music,en,0 days 00:03:26.000000000,280463,45900000,9056496412,442,2015-04-06,US,90.27,2.66,33.94,1040,Marshmello & Anne-Marie - FRIENDS (Lyric Video) *OFFICIAL FRIENDZONE ANTHEM*
34,aE2lIyIdkR0,749497790,1785394,951253,2018-03-27,Entertainment,Not specified,0 days 00:02:55.000000000,0,5850000,1381679615,136,2015-10-22,US,23.82,12.69,1.88,887,Learn Colors with Stacking Rings | で色を学ぶ 赤ちゃんの幼児 - 子供のための色づ
35,eAqeed4INns,751403868,2169782,324720,2017-05-21,Music,Not specified,0 days 00:06:06.000000000,74556,1510000,767542418,247,2015-03-02,CO,28.88,4.32,6.69,811,J Balvin BONITA feat. Jowell & Randy
36,TR3Vdo5etCQ,747381562,2325980,110709,2009-10-07,Music,en-US,0 days 00:05:04.000000000,59969,654000,1152594477,29,2009-05-12,Not specified,31.12,1.48,21.03,148,No Doubt - Don't Speak
37,Fy93n4Xvq78,746244741,1263668,782854,2015-04-04,Music,Not specified,0 days 00:44:39.000000000,32459,34300000,31543976495,888,2011-06-02,Not specified,16.93,10.49,1.61,1402,Las Canciones de la Granja de Zenón - Lo Mejor de lo Mejor en HD - El Reino Infantil
38,3YxaaGgTQYM,746686609,5243482,140191,2009-12-02,Music,Not specified,0 days 00:04:13.000000000,206900,3250000,2304088710,50,2009-11-13,Not specified,70.22,1.88,37.35,19,Evanescence - Bring Me To Life (Official Music Video)
39,ZyhrYis509A,746806120,3673228,376582,2010-08-20,Music,Not specified,0 days 00:03:22.000000000,274479,973000,914783889,16,2009-05-12,Not specified,49.19,5.04,9.76,465,Aqua - Barbie Girl
40,ws00k_lIQ9U,745699498,3971514,302065,2016-12-31,Music,Not specified,0 days 00:04:30.000000000,214030,25800000,8499071139,70,2014-06-09,PR,53.26,4.05,13.15,936,Bad Bunny - Soy Peor (Video oficial)
41,M11SvDtPBhA,744692492,2961376,225319,2009-09-25,Music,Not specified,0 days 00:03:22.000000000,402370,630000,2810763778,68,2017-01-19,Not specified,39.77,3.03,13.13,-2673,Miley Cyrus - Party In The U.S.A.
42,Ahha3Cqe_fk,743829569,2821163,88029,2011-11-11,Music,Not specified,0 days 00:04:51.000000000,184632,25500000,19310777481,145,2009-12-13,US,37.93,1.18,32.14,698,Katy Perry - The One That Got Away (Official Video)
43,v2AC41dglnM,744572258,3196921,170856,2012-11-07,Music,Not specified,0 days 00:04:53.000000000,96976,3050000,4297587330,158,2009-09-02,Not specified,42.94,2.29,18.75,1162,AC/DC - Thunderstruck (Official Video)
44,xcL-oGPxgCg,741341072,723869,400838,2013-06-01,Entertainment,ru,0 days 00:06:42.000000000,2725,29900000,24283663816,768,2011-05-31,RU,9.76,5.41,1.8,732,Маша и Медведь - Сладкая жизнь (Серия 33)
45,_JOnM3jmY0o,741505736,2725030,162651,2016-05-27,Music,Not specified,0 days 00:03:17.000000000,146952,28200000,13795710476,90,2016-03-24,PR,36.75,2.19,16.78,64,Ozuna - Te Vas (Video Oficial)
46,_KhQT-LGb-4,742109540,3385580,631803,2018-12-06,Music,Not specified,0 days 00:03:23.000000000,149805,142000000,111942342338,14447,2006-03-13,IN,45.62,8.51,5.36,4651,"SIMMBA: Aankh Marey | Ranveer Singh, Sara Ali Khan | Tanishk Bagchi, Mika, Neha Kakkar,  Kumar Sanu"
47,Pgmx7z49OEk,738837767,4250345,271471,2016-05-06,Music,Not specified,0 days 00:05:09.000000000,186248,7100000,7028633221,101,2009-09-02,Not specified,57.53,3.67,15.68,2438,Jennifer Lopez - Ain't Your Mama
48,7RMQksXpQSk,738208248,2787517,236814,2014-07-31,Music,Not specified,0 days 00:03:30.000000000,138277,25500000,19310777481,145,2009-12-13,US,37.76,3.21,11.76,1691,Katy Perry - This Is How We Do (Official)
49,aPxVSCfoYnU,735747179,2893151,182664,2015-02-18,Music,Not specified,0 days 00:03:47.000000000,99014,1700000,938783473,83,2012-07-17,US,39.32,2.48,15.85,946,Omarion Ft. Chris Brown & Jhene Aiko - Post To Be (Official Music Video)
