tag_count,is_answered,is_closed,view_count,answer_count,last_edit_date,score,percentage
5,0,1.0,20,0,0,0,16.0
3,0,1.0,4,0,0,0,9.2
1,0,1.0,6,0,0,0,7.8
2,0,0.0,8,0,0,0,14.4
2,0,1.0,27,1,0,0,17.1
3,0,1.0,16,3,0,0,18.8
2,0,1.0,10,0,0,0,10.0
5,0,1.0,20,2,0,0,20.0
4,0,1.0,14,1,1,0,10.2
4,1,1.0,39,1,1,0,22.7
3,0,1.0,10,0,0,0,11.0
3,0,1.0,3,0,0,0,8.9
4,0,1.0,16,0,0,0,13.8
1,0,0.0,9,0,0,0,13.7
5,1,1.0,53,1,1,1,28.299999999999997
3,0,1.0,45,2,1,0,20.5
2,0,1.0,8,1,0,1,11.8
2,0,1.0,5,0,0,0,8.5
5,1,1.0,46,2,1,0,27.799999999999997
1,1,1.0,100,3,1,16,48.4
2,0,1.0,12,0,1,0,5.6
4,0,1.0,9,1,0,1,14.1
3,0,1.0,16,0,0,0,12.8
3,0,1.0,11,2,0,0,15.3
1,0,1.0,8,0,0,0,8.4
3,0,1.0,26,0,0,0,15.8
2,0,1.0,11,0,0,0,10.3
3,1,1.0,27,2,0,1,25.5
2,0,1.0,100,2,1,0,36.0
4,0,1.0,26,0,0,0,16.8
4,1,1.0,54,1,1,1,27.599999999999998
5,1,1.0,100,5,0,32,67.8
2,1,1.0,18,1,0,0,19.4
4,1,1.0,100,1,0,0,46.0
2,0,1.0,42,3,1,0,20.6
5,0,1.0,7,0,1,0,7.1
2,0,0.0,14,0,0,0,16.2
3,0,1.0,17,0,1,0,8.1
1,0,1.0,22,2,0,0,16.6
5,1,1.0,31,1,0,0,26.299999999999997
1,1,1.0,100,1,1,16,44.4
1,0,1.0,12,0,1,0,4.6
4,1,0.0,39,3,1,0,31.7
2,0,1.0,100,1,0,5,41.0
4,0,1.0,6,0,0,0,10.8
2,0,0.0,29,0,1,1,16.099999999999998
2,0,1.0,6,0,1,0,3.8
2,1,1.0,100,3,1,24,52.6
2,0,1.0,14,0,1,0,6.2
4,0,1.0,13,1,0,0,14.9
3,0,1.0,100,1,1,6,37.4
3,0,0.0,7,0,0,0,15.1
2,0,1.0,14,0,0,0,11.2
1,0,1.0,22,0,1,0,7.6
5,0,1.0,37,0,1,1,16.5
3,0,1.0,8,0,0,0,10.4
4,0,1.0,44,0,1,2,18.0
5,1,1.0,52,3,0,1,37.0
3,0,1.0,18,1,0,0,15.399999999999999
1,1,1.0,23,1,1,2,15.7
5,0,0.0,38,0,1,0,21.4
4,1,1.0,49,1,0,1,31.099999999999998
4,0,1.0,13,0,0,0,12.9
1,0,1.0,26,1,1,0,10.8
1,0,1.0,32,0,0,0,15.6
5,1,1.0,100,2,0,2,49.8
3,0,1.0,10,0,1,1,6.4
4,0,1.0,22,0,1,0,10.6
2,0,1.0,8,1,0,0,11.4
1,1,1.0,39,3,1,0,23.7
4,1,1.0,47,2,1,0,27.1
2,1,1.0,34,2,0,0,26.2
4,0,0.0,12,0,0,0,17.6
5,0,1.0,5,0,0,0,11.5
1,0,1.0,12,0,1,0,4.6
2,0,1.0,24,1,1,0,11.2
3,1,1.0,19,1,0,0,20.7
3,0,1.0,3,0,0,0,8.9
5,1,1.0,19,1,0,0,22.7
4,1,1.0,100,1,1,2,41.8
4,1,1.0,18,1,0,0,21.4
4,0,0.0,10,0,0,0,17.0
3,1,1.0,100,2,1,2,42.8
2,1,1.0,100,5,1,4,48.6
5,0,1.0,9,0,1,0,7.699999999999999
1,0,0.0,10,0,0,0,14.0
3,0,1.0,5,0,0,0,9.5
5,0,1.0,27,1,1,0,15.1
5,0,1.0,10,0,0,0,13.0
1,0,1.0,13,0,0,0,9.9
3,1,1.0,14,1,0,0,19.2
5,0,1.0,24,0,1,0,12.2
4,0,1.0,22,1,1,0,12.6
1,0,1.0,11,0,0,0,9.3
2,0,1.0,3,0,0,0,7.9
4,1,1.0,15,1,1,0,15.5
4,1,1.0,68,2,1,0,33.4
5,0,1.0,31,2,1,0,18.299999999999997
4,1,1.0,100,2,0,3,49.2
4,1,1.0,48,1,1,0,25.4
3,0,1.0,17,0,1,0,8.1
4,1,1.0,100,3,1,1,45.4
2,1,1.0,23,1,1,0,15.899999999999999
5,1,1.0,16,1,0,0,21.8
1,1,1.0,100,5,1,79,77.6
5,0,0.0,30,0,1,0,19.0
4,0,1.0,41,0,1,2,17.099999999999998
4,0,1.0,35,1,1,1,16.9
4,1,1.0,100,1,1,0,41.0
4,0,1.0,23,2,1,0,14.899999999999999
4,0,1.0,99,1,1,1,36.1
3,0,1.0,17,0,1,0,8.1
4,1,1.0,100,5,1,100,89.0
5,1,1.0,100,5,1,30,62.0
3,0,0.0,8,0,0,0,15.4
3,1,1.0,22,1,1,0,16.6
2,0,1.0,9,0,0,0,9.7
4,1,1.0,68,2,1,0,33.4
5,1,1.0,100,1,1,0,42.0
2,0,1.0,19,1,0,0,14.7
4,1,1.0,100,5,1,6,51.4
2,0,1.0,7,0,0,0,9.1
3,1,1.0,100,5,1,11,52.4
2,0,1.0,9,0,1,0,4.699999999999999
1,0,1.0,15,1,0,0,12.5
5,0,1.0,14,0,1,0,9.2
5,0,1.0,22,1,0,0,18.6
3,1,1.0,14,1,1,0,14.2
3,0,1.0,30,2,1,0,16.0
2,0,1.0,15,0,1,0,6.5
3,0,1.0,19,1,0,1,16.099999999999998
1,1,1.0,16,1,0,0,17.8
3,1,1.0,22,1,0,0,21.6
4,0,1.0,100,1,1,0,36.0
1,0,1.0,100,2,1,2,35.8
2,0,1.0,100,4,1,0,40.0
4,0,1.0,100,2,1,1,38.4
3,0,1.0,26,1,0,0,17.8
4,1,1.0,34,1,1,0,21.2
2,0,1.0,12,0,1,0,5.6
3,1,0.0,100,5,1,72,81.8
3,0,1.0,26,0,1,0,10.8
2,0,1.0,5,0,0,0,8.5
3,1,1.0,100,2,1,18,49.2
5,0,1.0,3,0,0,0,10.9
4,1,1.0,100,2,0,1,48.4
3,0,0.0,21,1,0,0,21.3
3,0,1.0,33,1,1,0,14.9
3,0,1.0,8,0,0,0,10.4
2,1,1.0,100,3,0,16,54.4
3,1,1.0,100,5,0,5,55.0
5,0,1.0,12,0,1,0,8.6
4,1,1.0,28,2,0,0,26.4
5,0,1.0,18,0,1,1,10.799999999999999
2,0,1.0,25,0,1,0,9.5
2,1,1.0,100,5,1,100,87.0
2,1,1.0,37,1,1,1,20.5
4,1,1.0,100,2,1,0,43.0
3,1,1.0,20,2,0,0,23.0
2,1,1.0,30,1,1,0,18.0
3,0,0.0,21,0,1,0,14.3
1,0,1.0,87,1,0,0,34.099999999999994
2,1,1.0,77,3,1,0,36.099999999999994
1,0,1.0,31,1,0,0,17.299999999999997
4,0,1.0,15,0,1,0,8.5
5,0,1.0,21,0,0,0,16.3
1,1,1.0,100,3,0,2,47.8
5,0,1.0,8,0,0,0,12.4
4,0,1.0,13,0,0,0,12.9
2,0,1.0,51,0,1,0,17.299999999999997
3,1,1.0,100,1,1,2,40.8
3,0,1.0,29,0,1,0,11.7
2,0,1.0,11,1,0,0,12.3
5,0,1.0,8,0,0,0,12.4
4,1,0.0,43,1,1,0,28.9
2,0,1.0,14,0,0,0,11.2
2,0,1.0,8,0,0,0,9.4
5,0,1.0,10,0,0,0,13.0
2,0,1.0,20,0,0,0,13.0
5,1,0.0,25,1,0,0,29.5
3,0,1.0,8,0,0,0,10.4
2,1,1.0,29,1,1,0,17.7
4,1,1.0,100,5,1,31,61.4
4,0,1.0,6,0,0,1,11.200000000000001
2,0,1.0,10,0,1,0,5.0
3,0,1.0,16,0,1,1,8.2
2,0,0.0,42,2,1,0,23.6
5,1,1.0,40,2,0,0,31.0
3,0,1.0,14,0,0,0,12.2
2,1,1.0,38,3,0,1,29.799999999999997
2,1,1.0,40,2,1,3,24.2
3,1,1.0,100,1,0,16,51.4
2,1,1.0,100,5,0,17,58.8
4,0,1.0,12,0,1,0,7.6
3,1,1.0,14,1,0,0,19.2
3,1,1.0,100,5,0,2,53.8
2,0,1.0,5,0,0,0,8.5
3,0,1.0,13,0,0,0,11.9
2,0,1.0,100,1,1,2,34.8
5,1,1.0,100,1,1,0,42.0
3,0,0.0,30,1,1,0,19.0
2,0,1.0,100,2,1,1,36.4
3,0,1.0,3,0,0,0,8.9
3,1,1.0,100,5,1,0,48.0
3,1,1.0,100,2,1,1,42.4
2,0,1.0,9,0,0,0,9.7
3,0,1.0,19,1,0,1,16.099999999999998
1,1,1.0,100,3,0,30,59.0
5,0,1.0,8,0,1,0,7.4
3,0,1.0,9,0,0,0,10.7
3,0,1.0,69,1,1,0,25.7
3,0,1.0,19,0,1,0,8.7
1,0,1.0,70,0,1,0,22.0
3,1,1.0,17,1,0,0,20.1
1,0,1.0,13,1,0,1,12.3
2,0,1.0,29,0,0,0,15.7
2,0,1.0,100,1,1,0,34.0
4,0,1.0,100,2,1,2,38.8
5,0,1.0,17,0,1,0,10.1
4,1,1.0,47,3,1,1,29.5
5,0,1.0,100,0,1,3,36.2
5,1,1.0,100,1,1,1,42.4
3,1,1.0,57,3,0,0,36.099999999999994
2,0,0.0,29,0,1,0,15.7
3,1,1.0,21,1,0,0,21.3
5,0,1.0,13,0,0,0,13.9
5,0,1.0,21,2,0,2,21.1
1,0,1.0,46,0,1,0,14.799999999999999
2,1,1.0,23,3,1,0,19.9
3,1,1.0,100,5,0,34,66.6
5,0,1.0,11,1,0,0,15.3
3,1,1.0,31,1,1,0,19.299999999999997
3,0,1.0,8,0,0,0,10.4
3,1,0.0,17,1,0,0,25.1
3,0,0.0,12,0,1,0,11.6
2,0,1.0,7,0,0,0,9.1
3,0,1.0,18,0,0,0,13.399999999999999
5,1,1.0,100,1,1,0,42.0
4,0,1.0,14,0,1,0,8.2
2,0,1.0,12,0,0,0,10.6
1,0,1.0,23,1,0,1,15.299999999999999
5,0,1.0,43,1,1,0,19.9
1,0,1.0,7,0,0,1,8.5
1,0,1.0,65,0,1,3,21.7
3,1,0.0,35,1,1,0,25.5
5,0,1.0,17,0,1,0,10.1
3,1,1.0,33,1,1,0,19.9
3,1,1.0,5,1,0,2,17.3
4,0,1.0,100,0,1,0,34.0
2,0,1.0,20,0,1,0,8.0
1,0,1.0,8,0,0,0,8.4
3,1,1.0,100,3,1,14,49.6
5,0,1.0,6,0,0,0,11.8
4,0,1.0,16,1,0,0,15.8
3,0,1.0,7,0,0,0,10.1
2,1,1.0,100,2,1,3,42.2
3,0,1.0,47,0,1,1,17.5
1,0,1.0,22,2,0,0,16.6
5,0,1.0,12,1,0,0,15.6
3,0,1.0,19,1,0,0,15.7
3,0,0.0,7,1,0,0,17.1
3,0,1.0,52,0,1,0,18.6
5,0,0.0,45,0,1,0,23.5
4,0,1.0,32,1,0,0,20.6
4,0,1.0,15,0,0,0,13.5
2,1,1.0,100,3,0,3,49.2
4,1,1.0,31,1,0,2,26.099999999999998
3,0,1.0,12,0,1,0,6.6
3,0,1.0,10,0,0,0,11.0
4,0,1.0,8,0,0,0,11.4
4,0,1.0,10,0,0,0,12.0
4,1,1.0,37,1,1,0,22.1
2,1,1.0,100,5,0,15,58.0
1,1,1.0,13,1,0,0,16.9
2,0,1.0,33,0,1,0,11.9
3,0,1.0,10,0,0,0,11.0
2,0,1.0,14,1,1,0,8.2
3,0,1.0,8,0,1,0,5.4
3,1,1.0,30,1,0,0,24.0
4,0,0.0,13,0,0,0,17.9
2,1,1.0,33,3,1,0,22.9
4,0,1.0,13,0,0,0,12.9
5,0,1.0,17,1,1,1,12.5
1,1,0.0,46,1,1,0,26.799999999999997
3,1,1.0,25,1,1,2,18.3
4,0,1.0,13,0,1,0,7.9
3,0,1.0,16,0,0,0,12.8
2,0,1.0,24,0,1,0,9.2
4,1,1.0,100,2,1,4,44.6
3,0,1.0,12,1,0,0,13.6
1,0,1.0,11,0,0,0,9.3
3,0,1.0,34,0,1,0,13.2
4,0,1.0,13,0,1,0,7.9
3,0,1.0,19,0,0,0,13.7
2,0,0.0,28,1,0,0,22.4
3,1,1.0,16,1,0,1,20.2
3,1,1.0,33,3,0,0,28.9
5,1,1.0,100,5,1,10,54.0
3,1,0.0,25,1,0,0,27.5
4,1,1.0,27,1,1,0,19.1
1,1,1.0,26,1,0,1,21.2
3,0,1.0,16,0,1,0,7.8
3,1,1.0,21,1,1,0,16.3
2,0,1.0,7,0,0,0,9.1
3,0,1.0,13,1,1,0,8.9
1,1,1.0,39,2,1,1,22.099999999999998
5,0,1.0,9,0,0,0,12.7
2,1,1.0,39,1,1,0,20.7
1,1,1.0,21,1,1,0,14.3
2,0,1.0,17,0,0,2,12.9
2,1,1.0,100,3,0,1,48.4
3,1,1.0,29,2,0,0,25.7
2,0,0.0,60,2,0,0,34.0
3,1,1.0,100,3,1,2,44.8
5,0,1.0,15,0,0,0,14.5
4,0,1.0,27,0,1,0,12.1
1,1,1.0,50,5,1,0,31.0
3,1,1.0,27,2,1,1,20.5
2,1,1.0,38,1,1,2,21.2
5,0,1.0,10,0,0,0,13.0
3,0,1.0,10,0,1,0,6.0
3,1,1.0,34,2,1,2,23.0
2,1,1.0,100,5,1,23,56.2
3,0,1.0,30,0,1,0,12.0
5,1,1.0,100,5,1,100,90.0
2,1,1.0,100,4,0,6,52.4
5,1,1.0,20,1,0,1,23.4
5,1,1.0,16,1,1,1,17.2
3,0,1.0,9,0,1,0,5.699999999999999
2,1,1.0,100,3,1,2,43.8
3,0,1.0,38,3,0,0,25.4
4,0,1.0,11,0,0,0,12.3
2,1,1.0,100,5,1,41,63.400000000000006
5,0,1.0,32,1,0,0,21.6
3,0,1.0,19,1,1,0,10.7
1,0,1.0,9,0,0,0,8.7
5,1,1.0,100,5,0,9,58.6
3,1,1.0,25,2,1,1,19.9
4,0,1.0,15,1,0,0,15.5
3,0,1.0,11,0,0,0,11.3
3,0,0.0,14,0,0,0,17.2
5,0,1.0,29,1,1,0,15.7
4,1,1.0,35,2,0,0,28.5
3,0,1.0,14,1,0,0,14.2
3,1,1.0,31,1,0,1,24.699999999999996
3,0,0.0,13,0,1,0,11.9
2,0,1.0,100,0,0,0,37.0
3,1,1.0,100,3,1,4,45.6
3,1,1.0,100,5,1,100,88.0
3,0,1.0,11,0,0,0,11.3
4,0,1.0,17,0,0,0,14.1
3,0,1.0,9,0,0,0,10.7
4,0,1.0,11,0,0,0,12.3
5,0,1.0,36,1,1,1,18.199999999999996
1,0,0.0,15,1,1,0,12.5
1,0,0.0,15,1,1,0,12.5
3,0,1.0,11,1,1,0,8.3
2,0,1.0,30,1,1,1,13.4
2,0,1.0,28,1,1,0,12.4
2,1,1.0,16,3,0,0,22.8
1,0,1.0,100,1,0,0,38.0
2,1,1.0,41,2,1,0,23.299999999999997
4,0,1.0,14,0,1,0,8.2
3,1,1.0,100,5,1,29,59.6
1,0,0.0,27,0,1,0,14.1
3,0,0.0,24,0,1,0,15.2
3,0,1.0,43,1,1,0,17.9
1,0,1.0,6,0,0,0,7.8
1,1,0.0,100,1,1,2,43.8
4,0,1.0,100,0,1,1,34.4
2,1,1.0,24,1,0,3,22.4
5,0,1.0,24,0,0,0,17.2
2,0,1.0,15,0,0,0,11.5
3,1,1.0,100,1,1,0,40.0
5,0,1.0,16,0,0,0,14.8
4,1,1.0,100,4,1,6,49.4
1,0,0.0,30,1,0,0,22.0
4,1,1.0,27,1,1,0,19.1
2,0,1.0,6,0,0,0,8.8
2,1,1.0,15,1,0,0,18.5
2,0,1.0,15,0,0,0,11.5
1,0,1.0,4,0,0,0,7.2
3,1,1.0,100,3,0,1,49.4
5,0,1.0,24,0,1,0,12.2
2,0,1.0,24,0,1,0,9.2
2,1,1.0,24,1,1,0,16.2
3,0,1.0,5,0,0,0,9.5
3,0,1.0,10,1,0,0,13.0
3,0,1.0,100,1,0,1,40.4
2,0,1.0,9,0,0,0,9.7
1,1,1.0,23,1,1,0,14.899999999999999
3,1,1.0,100,4,1,4,47.6
3,1,1.0,100,3,0,3,50.2
1,1,1.0,11,1,0,0,16.3
5,0,1.0,13,0,0,0,13.9
1,1,1.0,19,1,0,1,19.099999999999998
3,0,1.0,9,0,0,0,10.7
4,0,0.0,9,0,1,0,11.7
4,0,1.0,23,1,0,0,17.9
3,1,1.0,26,1,1,0,17.8
4,0,1.0,19,0,1,0,9.7
3,1,1.0,31,3,0,0,28.299999999999997
5,1,1.0,32,2,0,0,28.6
1,0,1.0,29,0,1,0,9.7
4,0,1.0,8,0,1,0,6.4
4,0,1.0,12,0,1,0,7.6
4,0,1.0,22,2,1,1,15.0
5,1,1.0,100,3,1,1,46.4
3,0,1.0,18,1,1,0,10.399999999999999
5,0,1.0,50,2,1,0,24.0
2,0,1.0,35,1,1,0,14.5
2,1,1.0,54,2,1,3,28.4
3,0,1.0,20,0,1,0,9.0
3,0,1.0,36,0,1,0,13.799999999999999
5,1,1.0,100,5,0,40,71.0
3,0,1.0,8,1,0,0,12.4
2,1,1.0,100,2,1,1,41.4
2,0,1.0,11,0,0,0,10.3
5,0,1.0,13,0,0,2,14.700000000000001
1,0,1.0,28,0,1,0,9.4
1,1,0.0,18,1,0,0,23.4
2,0,1.0,54,1,1,0,20.2
3,0,1.0,42,1,1,0,17.6
2,0,1.0,100,1,1,1,34.4
5,0,1.0,11,0,0,0,13.3
3,0,1.0,6,0,0,0,9.8
3,0,1.0,50,1,1,0,20.0
1,0,1.0,17,1,0,0,13.1
4,0,1.0,28,0,0,0,17.4
2,1,1.0,100,3,1,2,43.8
1,0,1.0,12,1,0,0,11.6
5,1,1.0,100,2,1,2,44.8
5,1,1.0,100,1,1,2,42.8
5,0,1.0,11,0,0,0,13.3
4,1,1.0,100,3,0,6,52.4
3,0,1.0,11,0,0,0,11.3
2,0,1.0,35,1,1,0,14.5
2,0,1.0,28,1,1,0,12.4
4,1,1.0,26,1,0,0,23.8
2,0,1.0,18,1,0,0,14.399999999999999
3,0,1.0,23,0,1,0,9.899999999999999
5,1,0.0,100,5,1,100,95.0
4,0,1.0,7,0,0,1,11.5
2,0,1.0,8,0,0,0,9.4
1,0,1.0,11,0,0,0,9.3
5,0,1.0,6,0,0,0,11.8
3,0,1.0,7,0,0,0,10.1
1,0,0.0,34,1,0,0,23.2
4,1,1.0,23,1,0,0,22.9
2,0,0.0,19,1,0,0,19.7
1,1,1.0,38,2,0,4,28.0
3,0,1.0,13,0,0,0,11.9
3,1,1.0,100,3,0,10,53.0
3,1,1.0,75,1,1,0,32.5
3,0,1.0,7,0,0,0,10.1
2,0,0.0,21,0,1,0,13.3
2,1,1.0,100,5,1,2,47.8
4,1,0.0,15,1,0,0,25.5
5,0,0.0,22,0,0,0,21.6
1,1,1.0,28,1,1,0,16.4
3,0,1.0,16,0,0,0,12.8
5,1,1.0,100,3,0,4,52.6
2,1,1.0,94,1,1,5,39.2
5,0,1.0,10,0,0,0,13.0
5,0,1.0,23,2,0,1,21.299999999999997
5,1,1.0,21,1,1,0,18.3
5,1,1.0,15,1,0,0,21.5
2,0,1.0,9,0,0,0,9.7
2,1,1.0,100,2,1,7,43.8
2,0,1.0,17,1,0,0,14.1
2,1,1.0,29,2,1,1,20.099999999999998
5,0,1.0,28,0,1,0,13.4
5,0,1.0,10,0,1,0,8.0
2,1,1.0,100,2,0,1,46.4
2,1,1.0,100,5,1,7,49.8
2,0,1.0,22,0,1,0,8.6
3,0,1.0,10,1,0,0,13.0
4,1,1.0,100,5,1,100,89.0
3,1,1.0,100,5,1,94,85.6
4,1,1.0,20,1,0,0,22.0
4,0,1.0,18,0,1,2,10.2
5,1,1.0,100,5,1,96,88.4
3,0,1.0,8,0,1,0,5.4
4,0,1.0,45,0,1,1,17.9
2,0,0.0,11,0,0,0,15.3
5,0,1.0,19,0,1,0,10.7
2,1,1.0,28,1,0,1,22.799999999999997
3,0,1.0,13,0,1,0,6.9
1,0,1.0,23,0,1,0,7.8999999999999995
4,1,1.0,26,2,0,0,25.8
2,0,1.0,23,0,0,0,13.899999999999999
5,0,1.0,10,0,1,0,8.0
2,0,1.0,7,0,1,0,4.1
3,0,0.0,18,0,0,0,18.4
3,1,1.0,21,2,0,0,23.3
3,0,0.0,13,0,0,0,16.9
3,0,1.0,15,1,0,0,14.5
3,0,1.0,13,1,0,0,13.9
5,0,1.0,28,1,0,0,20.4
5,0,1.0,27,1,1,0,15.1
2,1,1.0,18,1,1,0,14.399999999999999
4,1,1.0,35,2,0,0,28.5
1,0,1.0,19,0,1,0,6.7
2,0,1.0,6,0,0,0,8.8
4,1,1.0,100,2,1,4,44.6
2,0,1.0,12,1,0,0,12.6
4,0,1.0,34,0,1,0,14.2
4,0,1.0,21,0,1,0,10.3
4,1,1.0,100,1,1,2,41.8
3,0,1.0,17,0,0,0,13.1
5,0,1.0,14,0,0,0,14.2
2,0,1.0,25,1,1,0,11.5
2,0,1.0,10,1,1,0,7.0
2,1,1.0,33,1,1,0,18.9
5,0,1.0,30,0,0,0,19.0
3,0,1.0,16,1,0,0,14.8
5,0,1.0,12,0,1,0,8.6
2,0,1.0,20,1,0,0,15.0
3,0,1.0,40,1,1,0,17.0
4,0,1.0,9,0,0,0,11.7
5,0,1.0,15,0,0,0,14.5
1,0,1.0,46,1,0,1,22.199999999999996
5,0,1.0,11,0,0,0,13.3
2,0,1.0,8,0,1,0,4.4
3,0,1.0,100,1,1,1,35.4
5,0,1.0,33,2,1,1,19.299999999999997
4,1,1.0,35,2,0,0,28.5
4,1,1.0,40,2,1,0,25.0
4,0,1.0,13,0,1,0,7.9
2,1,1.0,100,3,0,1,48.4
2,1,1.0,100,5,1,59,70.6
3,1,1.0,100,3,0,4,50.6
5,0,1.0,100,3,1,1,41.4
3,0,1.0,18,1,0,0,15.399999999999999
4,1,1.0,49,4,0,1,37.1
3,0,0.0,11,0,0,0,16.3
4,1,1.0,15,1,1,0,15.5
4,0,1.0,7,0,0,0,11.1
3,0,1.0,23,1,0,1,17.299999999999997
2,1,0.0,100,2,0,0,51.0
2,1,1.0,100,1,1,0,39.0
4,1,1.0,100,2,0,0,48.0
5,1,1.0,23,1,1,1,19.299999999999997
4,0,1.0,16,0,1,0,8.8
5,1,1.0,21,1,0,0,23.3
3,1,1.0,100,5,1,16,54.4
2,0,1.0,13,0,0,0,10.9
1,0,1.0,14,1,0,1,12.6
4,1,1.0,100,1,0,1,46.4
4,1,1.0,83,3,0,1,45.3
2,1,1.0,100,5,0,25,62.0
5,0,1.0,8,0,0,0,12.4
2,1,1.0,32,1,0,0,23.6
4,0,1.0,34,0,0,2,20.0
4,0,0.0,34,0,1,0,19.2
2,0,1.0,6,0,0,0,8.8
5,1,1.0,100,1,1,0,42.0
2,0,1.0,43,0,1,0,14.9
5,0,1.0,5,0,0,0,11.5
5,0,1.0,10,0,1,0,8.0
2,1,1.0,34,1,1,0,19.2
2,0,1.0,12,0,1,0,5.6
2,1,1.0,19,2,0,1,22.099999999999998
4,1,1.0,100,3,1,8,48.2
4,0,1.0,16,0,0,1,14.200000000000001
2,0,1.0,27,1,1,1,12.5
2,1,1.0,100,5,0,29,63.6
4,0,1.0,30,0,0,0,18.0
3,0,1.0,9,0,0,0,10.7
2,1,1.0,100,2,1,0,41.0
3,0,1.0,5,0,0,0,9.5
3,1,1.0,19,1,0,0,20.7
5,0,1.0,34,0,1,1,15.6
3,0,1.0,3,0,0,0,8.9
5,0,1.0,35,0,1,0,15.5
4,1,1.0,35,1,0,1,26.9
3,1,1.0,26,3,1,1,22.2
4,0,1.0,18,1,1,0,11.399999999999999
3,0,1.0,23,1,1,0,11.899999999999999
2,0,1.0,11,0,1,0,5.3
3,0,1.0,57,0,1,1,20.499999999999996
5,0,1.0,9,0,0,0,12.7
2,1,1.0,26,1,1,0,16.8
4,0,1.0,8,0,0,0,11.4
4,0,1.0,14,0,0,0,13.2
3,0,1.0,100,1,0,10,44.0
3,0,0.0,9,0,0,0,15.7
3,0,1.0,19,1,1,0,10.7
3,1,1.0,30,2,1,0,21.0
5,0,1.0,35,1,1,0,17.5
3,1,1.0,25,1,1,0,17.5
4,0,0.0,19,0,0,0,19.7
3,0,1.0,8,0,1,0,5.4
4,0,1.0,9,0,1,0,6.699999999999999
2,0,1.0,100,4,1,0,40.0
1,0,1.0,25,1,1,0,10.5
2,0,1.0,37,0,1,0,13.1
3,0,1.0,44,1,1,2,19.0
4,0,1.0,19,1,0,0,16.7
4,0,1.0,12,0,0,0,12.6
2,0,1.0,15,0,1,0,6.5
1,1,1.0,24,2,1,1,17.599999999999998
4,0,1.0,18,0,0,0,14.399999999999999
2,1,1.0,43,1,1,0,21.9
5,1,1.0,23,3,0,0,27.9
5,0,1.0,39,1,1,0,18.7
5,0,1.0,19,1,0,1,18.099999999999998
2,0,1.0,6,1,0,0,10.8
3,0,1.0,43,1,1,0,17.9
5,1,1.0,100,5,1,63,75.2
3,0,1.0,14,1,0,1,14.6
2,0,1.0,12,1,0,0,12.6
2,0,1.0,22,2,1,0,12.6
3,0,1.0,5,0,0,0,9.5
1,0,1.0,77,0,1,0,24.099999999999998
3,0,1.0,7,0,1,0,5.1
4,1,1.0,58,3,0,0,37.4
2,1,1.0,29,1,1,0,17.7
1,1,1.0,100,3,0,5,49.0
5,1,1.0,100,5,1,100,90.0
3,0,0.0,21,0,1,0,14.3
1,0,1.0,34,0,0,0,16.2
5,1,1.0,19,1,0,0,22.7
2,1,1.0,31,3,1,0,22.299999999999997
1,1,1.0,100,2,1,7,42.8
4,0,1.0,11,0,0,0,12.3
2,1,1.0,23,1,0,0,20.9
3,1,1.0,100,3,1,5,46.0
2,1,1.0,13,1,0,0,17.9
5,1,1.0,19,2,0,1,25.099999999999998
5,0,1.0,17,1,0,0,17.1
3,1,1.0,100,2,1,8,45.2
4,1,1.0,28,1,1,1,19.799999999999997
2,1,1.0,19,2,0,0,21.7
1,0,0.0,13,0,1,0,9.9
3,0,1.0,28,0,1,0,11.4
2,1,1.0,60,2,1,1,29.4
1,1,1.0,100,2,1,1,40.4
5,0,1.0,16,0,1,0,9.8
1,0,1.0,11,0,1,0,4.3
4,1,1.0,14,1,0,1,20.599999999999998
1,0,1.0,22,1,0,1,15.0
2,0,1.0,4,0,0,0,8.2
4,0,1.0,12,0,0,0,12.6
2,0,1.0,19,1,1,0,9.7
2,0,1.0,25,0,0,0,14.5
2,1,1.0,25,1,1,0,16.5
4,0,1.0,100,1,1,0,36.0
3,0,0.0,16,1,0,0,19.8
2,0,1.0,27,0,1,1,10.5
1,0,0.0,23,0,1,0,12.899999999999999
3,0,1.0,16,0,1,0,7.8
2,0,1.0,56,1,1,1,21.2
3,0,1.0,14,1,1,0,9.2
2,0,1.0,16,0,0,0,11.8
2,0,1.0,16,0,0,0,11.8
5,1,1.0,24,1,1,1,19.599999999999998
2,0,1.0,18,1,0,0,14.399999999999999
2,1,1.0,26,1,1,2,17.6
4,0,1.0,51,2,1,0,23.299999999999997
5,0,1.0,56,1,1,1,24.2
2,0,1.0,24,1,1,0,11.2
2,0,1.0,16,1,0,0,13.8
4,1,1.0,8,1,0,0,18.4
1,1,1.0,38,2,0,0,26.4
5,0,1.0,11,0,1,0,8.3
2,0,1.0,7,0,0,0,9.1
3,1,1.0,22,1,1,1,17.0
3,0,1.0,22,1,0,0,16.6
2,0,1.0,12,0,1,0,5.6
5,0,1.0,31,1,0,0,21.299999999999997
4,1,1.0,100,2,0,3,49.2
4,1,1.0,68,2,1,0,33.4
3,0,1.0,11,0,1,0,6.3
4,1,1.0,18,1,0,0,21.4
5,0,1.0,16,1,0,0,16.8
3,1,1.0,28,1,0,0,23.4
5,0,1.0,100,2,0,1,44.4
3,0,1.0,29,1,1,0,13.7
1,1,1.0,21,2,0,0,21.3
3,0,1.0,33,0,1,0,12.9
1,1,1.0,18,1,0,0,18.4
1,0,0.0,32,0,0,1,21.0
